company,role,location,education,years_of_experience,base_salary,annual_bonus,annual_stock,total_compensation,company_tier,remote_work
Oracle,Data Scientist,"Austin, TX",Bachelor's,13,193238,35059,0,228297,Tier3,1
Lyft,Engineering Manager,"Los Angeles, CA",Bootcamp,0,330777,62897,25512,419186,Tier2,0
Uber,Software Engineer,"Seattle, WA",PhD,1,213626,23123,42281,279030,Tier2,1
Oracle,Senior Product Manager,"San Francisco, CA",Master's,8,362960,33465,0,396425,Tier3,1
Oracle,Senior Product Manager,"Boston, MA",Self-taught,22,275308,44659,0,319967,Tier3,0
Series B Startup,Senior Product Manager,Remote,Bachelor's,3,179106,25734,0,204840,Startup,0
Series A Startup,Senior Software Engineer,"Atlanta, GA",Bachelor's,9,135755,9112,0,144867,Startup,0
Early Stage Startup,Senior Software Engineer,"Seattle, WA",Bootcamp,0,184846,24656,0,209502,Startup,0
ServiceNow,Software Engineer,"San Francisco, CA",Master's,22,338388,19081,0,357469,Tier3,0
Amazon,ML Engineer,"Boston, MA",Self-taught,23,472762,51228,50421,574411,FAANG,0
Series B Startup,Product Manager,"Atlanta, GA",Master's,6,148701,17167,0,165868,Startup,1
Amazon,Senior Software Engineer,"Boston, MA",Bachelor's,16,342486,63462,22754,428702,FAANG,0
Oracle,Senior Product Manager,"Chicago, IL",Bachelor's,10,254307,44458,0,298765,Tier3,0
Uber,Senior Product Manager,"Chicago, IL",Bachelor's,2,234107,30078,27105,291290,Tier2,1
Oracle,Data Scientist,"Seattle, WA",Bachelor's,6,213770,23273,0,237043,Tier3,0
Amazon,Engineering Manager,"Chicago, IL",Bootcamp,1,323363,38468,17165,378996,FAANG,1
Stripe,Software Engineer,Remote,Master's,0,161896,31611,11526,205033,Tier2,0
Apple,Principal Engineer,"Austin, TX",Bachelor's,0,451015,24436,34087,509538,FAANG,1
Netflix,Engineering Manager,"Boston, MA",Bachelor's,3,394098,15992,38215,448305,FAANG,1
Oracle,Staff Engineer,"Austin, TX",Master's,0,218560,45612,0,264172,Tier3,1
Lyft,Staff Engineer,"Atlanta, GA",Bachelor's,17,330908,32692,9731,373331,Tier2,0
Amazon,Senior Product Manager,"New York, NY",Bachelor's,1,358984,36218,10305,405507,FAANG,1
Salesforce,Data Scientist,Remote,Self-taught,0,152649,30153,13870,196672,Tier2,0
Meta,Data Scientist,"Seattle, WA",Self-taught,3,240060,24849,9716,274625,FAANG,1
Workday,ML Engineer,Remote,Bachelor's,2,173625,23893,0,197518,Tier3,1
Lyft,Software Engineer,"New York, NY",Bachelor's,5,204018,15667,22498,242183,Tier2,1
Uber,Senior Data Scientist,"Denver, CO",Bachelor's,12,232241,15206,19271,266718,Tier2,0
Databricks,Senior Software Engineer,"Seattle, WA",Master's,25,430391,63125,39644,533160,Tier2,0
Salesforce,Senior Product Manager,"Austin, TX",Bachelor's,3,247928,47372,9140,304440,Tier2,1
Series A Startup,Staff Engineer,"New York, NY",Bachelor's,0,250147,19845,0,269992,Startup,0
Lyft,Senior Software Engineer,"Chicago, IL",Bachelor's,0,187948,34899,8302,231149,Tier2,1
Stripe,Senior Product Manager,"Boston, MA",Bootcamp,7,295073,23157,20157,338387,Tier2,0
ServiceNow,Software Engineer,"Seattle, WA",Bootcamp,2,167533,24108,0,191641,Tier3,1
Oracle,ML Engineer,"Boston, MA",Bachelor's,13,232985,22635,0,255620,Tier3,0
Early Stage Startup,Data Scientist,"Los Angeles, CA",Bachelor's,1,138493,22307,0,160800,Startup,1
SAP,Product Manager,"New York, NY",Master's,5,241234,16503,0,257737,Tier3,0
SAP,Software Engineer,"Atlanta, GA",PhD,3,124975,22679,0,147654,Tier3,1
SAP,Principal Engineer,"Denver, CO",Master's,0,253298,17774,0,271072,Tier3,1
Series A Startup,Senior Data Scientist,"San Francisco, CA",PhD,23,404233,63190,0,467423,Startup,0
Lyft,Software Engineer,Remote,Bachelor's,13,203550,32835,15354,251739,Tier2,0
Early Stage Startup,Senior Product Manager,"New York, NY",Master's,0,236547,29917,0,266464,Startup,0
Google,Staff Engineer,"Chicago, IL",Bachelor's,0,328095,43035,9487,380617,FAANG,0
Stripe,Engineering Manager,"San Francisco, CA",Bachelor's,1,466077,87226,51148,604451,Tier2,1
Uber,Engineering Manager,"New York, NY",Master's,10,478236,63430,31338,573004,Tier2,0
Stripe,Staff Engineer,Remote,Bachelor's,1,295787,16674,17507,329968,Tier2,1
Series A Startup,Senior Data Scientist,Remote,PhD,9,197771,41863,0,239634,Startup,1
Stripe,Principal Engineer,"Boston, MA",Bachelor's,9,441130,77359,27520,546009,Tier2,0
Series A Startup,Engineering Manager,"Atlanta, GA",Master's,9,241826,40408,0,282234,Startup,0
Uber,Data Scientist,"New York, NY",Bachelor's,2,197655,31563,26376,255594,Tier2,1
Apple,Software Engineer,"San Francisco, CA",Bootcamp,13,415161,51678,59203,526042,FAANG,0
Workday,Software Engineer,"Seattle, WA",Bachelor's,3,189138,18895,0,208033,Tier3,1
Early Stage Startup,Engineering Manager,Remote,Master's,0,236780,21238,0,258018,Startup,0
Netflix,ML Engineer,"Chicago, IL",Bachelor's,3,265062,44742,19949,329753,FAANG,0
Google,Staff Engineer,"Los Angeles, CA",Bachelor's,3,451164,35668,16172,503004,FAANG,0
Microsoft,Senior Data Scientist,"Boston, MA",Bootcamp,8,275121,13673,24466,313260,Tier2,0
Salesforce,Senior Software Engineer,"Austin, TX",PhD,4,240727,31067,24393,296187,Tier2,0
Lyft,Senior Software Engineer,"Denver, CO",Bachelor's,11,213702,19999,19455,253156,Tier2,1
Intuit,Senior Software Engineer,"New York, NY",Bachelor's,2,207221,33018,0,240239,Tier3,1
Workday,Software Engineer,"San Francisco, CA",Bootcamp,6,197140,25113,0,222253,Tier3,0
IBM,Senior Software Engineer,"Austin, TX",Bachelor's,20,261966,32007,0,293973,Tier3,1
Workday,Principal Engineer,"Boston, MA",Bachelor's,10,340586,56236,0,396822,Tier3,1
Microsoft,Software Engineer,"Seattle, WA",Bootcamp,0,151853,19618,11473,182944,Tier2,0
Databricks,Senior Data Scientist,Remote,Bachelor's,5,231410,34529,18963,284902,Tier2,1
Series A Startup,Senior Product Manager,"Austin, TX",Bachelor's,3,188411,23316,0,211727,Startup,1
Databricks,Staff Engineer,"Austin, TX",Bachelor's,1,257402,23605,28092,309099,Tier2,0
Microsoft,Data Scientist,"Los Angeles, CA",Bachelor's,6,261962,46222,26235,334419,Tier2,1
Salesforce,Product Manager,"Los Angeles, CA",Bachelor's,1,187781,12758,18219,218758,Tier2,0
Databricks,Senior Software Engineer,"Chicago, IL",Bachelor's,7,212256,18499,8704,239459,Tier2,1
Stripe,Senior Software Engineer,"Los Angeles, CA",Master's,9,299334,36882,33948,370164,Tier2,1
Netflix,Data Scientist,"Denver, CO",Master's,0,180915,28811,15044,224770,FAANG,1
Lyft,Staff Engineer,"New York, NY",Bachelor's,6,396704,19279,57450,473433,Tier2,0
Google,Staff Engineer,"Austin, TX",Bachelor's,18,432108,45727,62409,540244,FAANG,1
Airbnb,Senior Data Scientist,"San Francisco, CA",Self-taught,0,243823,19802,22276,285901,Tier2,1
Oracle,Product Manager,"Seattle, WA",Master's,6,200747,20415,0,221162,Tier3,1
Early Stage Startup,Senior Software Engineer,"Denver, CO",Bachelor's,7,186691,25311,0,212002,Startup,0
Microsoft,Staff Engineer,Remote,Bachelor's,1,296732,24151,33784,354667,Tier2,1
Databricks,Staff Engineer,"San Francisco, CA",Master's,2,392158,62079,56078,510315,Tier2,1
Intuit,Software Engineer,"Chicago, IL",Master's,9,185036,39652,0,224688,Tier3,0
Uber,Senior Product Manager,"New York, NY",PhD,13,383203,42417,14565,440185,Tier2,0
Oracle,Engineering Manager,"Chicago, IL",Master's,0,227972,17160,0,245132,Tier3,0
Databricks,Product Manager,"New York, NY",Self-taught,8,291700,20572,35807,348079,Tier2,0
Amazon,Senior Product Manager,"Atlanta, GA",Bachelor's,7,280225,43238,32899,356362,FAANG,0
Series A Startup,Software Engineer,"Austin, TX",Master's,4,118707,10719,0,129426,Startup,0
Series A Startup,ML Engineer,"Austin, TX",Master's,1,157193,14688,0,171881,Startup,1
Workday,Software Engineer,"San Francisco, CA",Bachelor's,8,241087,38129,0,279216,Tier3,0
Uber,ML Engineer,"New York, NY",Master's,2,271573,15774,22543,309890,Tier2,0
Google,Senior Software Engineer,"Boston, MA",PhD,1,332545,43053,22864,398462,FAANG,1
Meta,Data Scientist,"Boston, MA",Master's,5,286841,24941,9009,320791,FAANG,1
Stripe,Senior Software Engineer,"Atlanta, GA",Master's,9,232790,20255,13258,266303,Tier2,1
Stripe,Data Scientist,"Chicago, IL",Bachelor's,11,216536,32627,14212,263375,Tier2,0
Series A Startup,Senior Data Scientist,"Atlanta, GA",Master's,3,141034,13192,0,154226,Startup,1
IBM,Engineering Manager,"Seattle, WA",Master's,5,372709,74437,0,447146,Tier3,0
Meta,ML Engineer,"Los Angeles, CA",Bachelor's,6,384993,44289,34772,464054,FAANG,0
Oracle,Engineering Manager,"San Francisco, CA",PhD,3,381697,54008,0,435705,Tier3,0
Google,Software Engineer,"Boston, MA",Bachelor's,15,343458,28173,21189,392820,FAANG,0
IBM,Software Engineer,"Atlanta, GA",Bachelor's,3,134870,14593,0,149463,Tier3,0
Intuit,ML Engineer,"Denver, CO",Master's,7,191397,29511,0,220908,Tier3,0
Workday,Engineering Manager,"Los Angeles, CA",Master's,0,279299,23046,0,302345,Tier3,1
IBM,Data Scientist,"New York, NY",Bootcamp,4,182469,28027,0,210496,Tier3,1
Series B Startup,Engineering Manager,"Austin, TX",Bachelor's,10,273485,45297,0,318782,Startup,0
Workday,ML Engineer,"Boston, MA",Bachelor's,3,225450,41869,0,267319,Tier3,1
Stripe,Senior Software Engineer,"San Francisco, CA",Bachelor's,8,323777,43202,41490,408469,Tier2,0
Databricks,Senior Data Scientist,"New York, NY",Bachelor's,0,275016,22390,12257,309663,Tier2,0
Meta,Principal Engineer,"San Francisco, CA",Bachelor's,5,633891,63442,96094,793427,FAANG,1
Early Stage Startup,Engineering Manager,"Austin, TX",Bootcamp,2,235374,24193,0,259567,Startup,0
Salesforce,Product Manager,"Chicago, IL",Bachelor's,9,247551,13671,28407,289629,Tier2,1
Microsoft,Senior Product Manager,"New York, NY",Master's,4,346047,60943,44008,450998,Tier2,0
Apple,Principal Engineer,"Seattle, WA",Bachelor's,3,633687,67102,21251,722040,FAANG,1
Amazon,Engineering Manager,"New York, NY",Bootcamp,7,503029,106404,25121,634554,FAANG,0
Intuit,Software Engineer,"Atlanta, GA",Self-taught,18,155331,35565,0,190896,Tier3,0
Microsoft,Staff Engineer,"Los Angeles, CA",Self-taught,5,334416,41903,46356,422675,Tier2,0
Amazon,Engineering Manager,"Austin, TX",Bachelor's,1,361424,19819,10677,391920,FAANG,1
Oracle,Principal Engineer,"Los Angeles, CA",Bachelor's,6,351795,34110,0,385905,Tier3,1
Amazon,Senior Data Scientist,"Chicago, IL",Bootcamp,0,260116,50410,36492,347018,FAANG,0
Early Stage Startup,Senior Product Manager,Remote,Bootcamp,13,212324,25917,0,238241,Startup,1
Apple,Senior Software Engineer,"Seattle, WA",Bootcamp,3,322631,61154,23022,406807,FAANG,0
Series B Startup,Software Engineer,"Austin, TX",Bachelor's,4,102809,24673,0,127482,Startup,0
Airbnb,ML Engineer,"San Francisco, CA",Self-taught,4,286528,55718,11040,353286,Tier2,0
Lyft,Data Scientist,"Denver, CO",Master's,0,143093,10165,16870,170128,Tier2,1
Intuit,Engineering Manager,"Austin, TX",Bootcamp,0,200915,40798,0,241713,Tier3,0
ServiceNow,Senior Data Scientist,Remote,Bachelor's,0,181607,30714,0,212321,Tier3,0
Google,Staff Engineer,"Seattle, WA",Bachelor's,4,489869,64510,62242,616621,FAANG,1
Meta,Senior Product Manager,"Denver, CO",Master's,0,282054,41923,38865,362842,FAANG,1
Stripe,Data Scientist,"Chicago, IL",Bachelor's,0,147743,18840,8456,175039,Tier2,0
IBM,Product Manager,"Chicago, IL",PhD,10,219125,29821,0,248946,Tier3,0
Early Stage Startup,Data Scientist,"San Francisco, CA",Bachelor's,6,226145,12059,0,238204,Startup,0
Lyft,Software Engineer,"Seattle, WA",PhD,4,263199,27259,23481,313939,Tier2,0
Series A Startup,Staff Engineer,"Austin, TX",Bachelor's,2,212255,17474,0,229729,Startup,0
Intuit,ML Engineer,"Denver, CO",Master's,4,177391,9787,0,187178,Tier3,0
SAP,Software Engineer,"Boston, MA",Bachelor's,10,180408,31101,0,211509,Tier3,0
IBM,Senior Software Engineer,"Los Angeles, CA",Bootcamp,6,210603,21856,0,232459,Tier3,0
Airbnb,Senior Product Manager,"Boston, MA",Bachelor's,3,272805,44911,21110,338826,Tier2,0
IBM,Staff Engineer,"Seattle, WA",Bootcamp,3,287774,47689,0,335463,Tier3,1
Airbnb,Data Scientist,"Los Angeles, CA",Bachelor's,4,217384,38533,20918,276835,Tier2,0
Databricks,Senior Data Scientist,"Chicago, IL",Bachelor's,1,210468,14367,14447,239282,Tier2,1
Netflix,Senior Data Scientist,"Denver, CO",Master's,2,293877,54184,34347,382408,FAANG,0
Salesforce,Principal Engineer,"Boston, MA",Bachelor's,1,392307,38925,34720,465952,Tier2,0
Google,Senior Data Scientist,"Denver, CO",Bachelor's,10,328822,45545,34074,408441,FAANG,0
IBM,Principal Engineer,Remote,Bachelor's,22,363916,61858,0,425774,Tier3,0
Uber,ML Engineer,"New York, NY",Bachelor's,5,260332,26824,8891,296047,Tier2,0
Apple,Product Manager,"Seattle, WA",Self-taught,0,245141,50287,6767,302195,FAANG,1
Databricks,Engineering Manager,"Austin, TX",Bootcamp,2,298192,53761,27588,379541,Tier2,0
Uber,Principal Engineer,"Los Angeles, CA",Bachelor's,10,477103,40949,39189,557241,Tier2,0
Intuit,Engineering Manager,"Austin, TX",Master's,13,369404,31720,0,401124,Tier3,1
Amazon,Product Manager,"Austin, TX",Master's,14,354463,51084,33120,438667,FAANG,0
Netflix,Senior Product Manager,Remote,Bootcamp,0,253662,26654,15003,295319,FAANG,0
Oracle,Engineering Manager,Remote,Bachelor's,0,241804,12604,0,254408,Tier3,1
Workday,Staff Engineer,"Atlanta, GA",Bachelor's,0,197898,12818,0,210716,Tier3,0
Apple,Software Engineer,"Seattle, WA",Bachelor's,5,337149,25286,28735,391170,FAANG,1
Airbnb,Senior Data Scientist,"Atlanta, GA",Bachelor's,0,189323,13697,28270,231290,Tier2,1
Apple,Senior Data Scientist,"San Francisco, CA",Bachelor's,8,460218,32439,20987,513644,FAANG,1
Databricks,Staff Engineer,"Austin, TX",PhD,2,291740,44486,23170,359396,Tier2,0
Salesforce,ML Engineer,"New York, NY",Master's,1,244526,17391,28841,290758,Tier2,0
IBM,Senior Software Engineer,"San Francisco, CA",Bootcamp,6,244347,15182,0,259529,Tier3,1
Uber,Senior Software Engineer,Remote,Self-taught,3,259281,30703,16852,306836,Tier2,1
Salesforce,Senior Software Engineer,"Los Angeles, CA",Bachelor's,1,244946,16767,45517,307230,Tier2,0
Stripe,Senior Software Engineer,"Seattle, WA",Master's,0,240263,18463,16553,275279,Tier2,1
Workday,Senior Software Engineer,"San Francisco, CA",Master's,11,300655,20567,0,321222,Tier3,0
Stripe,Principal Engineer,"Denver, CO",Bachelor's,11,363915,46153,35439,445507,Tier2,1
Early Stage Startup,Engineering Manager,"Boston, MA",Bachelor's,3,288943,53816,0,342759,Startup,1
Netflix,Senior Data Scientist,"Atlanta, GA",Bachelor's,1,217145,26771,6225,250141,FAANG,1
Salesforce,Staff Engineer,"Los Angeles, CA",Master's,6,351016,76979,12771,440766,Tier2,0
Netflix,Product Manager,"Denver, CO",Bachelor's,4,223051,36412,29974,289437,FAANG,0
Meta,Senior Software Engineer,"San Francisco, CA",Bachelor's,2,338241,55153,31373,424767,FAANG,0
IBM,Staff Engineer,"San Francisco, CA",Bachelor's,3,369922,43965,0,413887,Tier3,0
Airbnb,Data Scientist,"Atlanta, GA",Bachelor's,9,189934,16084,22854,228872,Tier2,1
Stripe,Product Manager,"Boston, MA",Bachelor's,1,220590,29134,19095,268819,Tier2,0
Stripe,Principal Engineer,"Boston, MA",Bachelor's,0,328352,56861,29905,415118,Tier2,0
Lyft,Senior Software Engineer,"Los Angeles, CA",Master's,0,251486,42474,23971,317931,Tier2,0
Google,Senior Data Scientist,"Seattle, WA",Bachelor's,6,329789,71732,16398,417919,FAANG,0
IBM,Senior Product Manager,"Denver, CO",Bachelor's,8,211952,13686,0,225638,Tier3,0
Meta,Senior Data Scientist,"San Francisco, CA",Bachelor's,10,474595,43290,28213,546098,FAANG,1
Series B Startup,Senior Data Scientist,"San Francisco, CA",Self-taught,3,257152,40426,0,297578,Startup,1
Oracle,ML Engineer,"Denver, CO",PhD,1,151670,22619,0,174289,Tier3,1
Netflix,Principal Engineer,"San Francisco, CA",Bachelor's,8,704706,74094,110113,888913,FAANG,1
Meta,ML Engineer,"San Francisco, CA",Bachelor's,7,444256,29839,50354,524449,FAANG,0
Series A Startup,ML Engineer,"Seattle, WA",PhD,4,242588,28984,0,271572,Startup,0
IBM,Principal Engineer,"Seattle, WA",Bootcamp,10,416175,26167,0,442342,Tier3,0
Intuit,Senior Data Scientist,"Chicago, IL",Bootcamp,8,197532,12753,0,210285,Tier3,0
Meta,Senior Data Scientist,"Atlanta, GA",Master's,1,222482,47062,4763,274307,FAANG,0
IBM,Principal Engineer,"Seattle, WA",Bootcamp,12,415975,79164,0,495139,Tier3,0
Amazon,Engineering Manager,Remote,PhD,9,485282,64958,53546,603786,FAANG,0
Lyft,Software Engineer,"Atlanta, GA",Bachelor's,10,181534,45706,11019,238259,Tier2,0
Apple,ML Engineer,"Los Angeles, CA",PhD,11,416806,57973,44262,519041,FAANG,0
Airbnb,Engineering Manager,"Los Angeles, CA",Bachelor's,0,321642,59578,20616,401836,Tier2,1
Google,Software Engineer,Remote,Bachelor's,2,231270,19621,16130,267021,FAANG,0
Uber,Senior Software Engineer,"Los Angeles, CA",Self-taught,7,291678,55687,23034,370399,Tier2,0
Netflix,ML Engineer,"Seattle, WA",Self-taught,8,367915,62061,16821,446797,FAANG,1
Amazon,Senior Data Scientist,"Austin, TX",Master's,2,298302,43302,38350,379954,FAANG,0
Meta,ML Engineer,"Boston, MA",Bachelor's,25,466864,96766,56757,620387,FAANG,0
Apple,Senior Product Manager,"New York, NY",Bachelor's,1,326456,57777,11675,395908,FAANG,1
Databricks,Principal Engineer,"Seattle, WA",Bootcamp,0,424997,38512,50341,513850,Tier2,0
Series B Startup,ML Engineer,"New York, NY",Bachelor's,0,167006,11436,0,178442,Startup,0
Salesforce,Senior Product Manager,"Atlanta, GA",Bachelor's,6,232928,26541,8424,267893,Tier2,1
Salesforce,Senior Product Manager,Remote,Bachelor's,1,248333,47836,14218,310387,Tier2,1
ServiceNow,Principal Engineer,"San Francisco, CA",Bachelor's,5,392372,37886,0,430258,Tier3,0
Lyft,Senior Product Manager,"Denver, CO",Bachelor's,0,218165,14672,13690,246527,Tier2,0
Early Stage Startup,Senior Software Engineer,"Denver, CO",Bootcamp,4,159788,23172,0,182960,Startup,0
Netflix,Senior Software Engineer,"Los Angeles, CA",Master's,1,305506,64885,13500,383891,FAANG,0
Oracle,Principal Engineer,"Austin, TX",Bachelor's,0,291030,42167,0,333197,Tier3,0
Uber,Software Engineer,Remote,Master's,1,176120,25636,23986,225742,Tier2,0
SAP,ML Engineer,Remote,Master's,5,190310,24431,0,214741,Tier3,1
Databricks,Engineering Manager,"Chicago, IL",Master's,1,282105,22663,8441,313209,Tier2,1
Netflix,Senior Software Engineer,"Los Angeles, CA",Bachelor's,4,320630,33422,47328,401380,FAANG,0
Salesforce,Data Scientist,"Boston, MA",Bachelor's,0,204526,19948,28408,252882,Tier2,0
Netflix,Principal Engineer,"Boston, MA",Master's,3,515431,109300,67017,691748,FAANG,0
Microsoft,ML Engineer,"Chicago, IL",Bachelor's,0,200488,14053,11834,226375,Tier2,1
Intuit,Software Engineer,"Boston, MA",Master's,3,181674,18546,0,200220,Tier3,0
Apple,Software Engineer,"Boston, MA",Self-taught,14,333318,45120,9785,388223,FAANG,0
Salesforce,Data Scientist,Remote,Bachelor's,1,165432,27531,17746,210709,Tier2,0
Databricks,Senior Software Engineer,"Austin, TX",Bachelor's,2,210815,19658,8967,239440,Tier2,1
Lyft,ML Engineer,"Los Angeles, CA",Bachelor's,3,237989,24402,12305,274696,Tier2,0
Google,Engineering Manager,"Chicago, IL",Bachelor's,2,372474,74640,16910,464024,FAANG,1
Series A Startup,Software Engineer,"Austin, TX",Bachelor's,1,115691,9239,0,124930,Startup,0
Series B Startup,Staff Engineer,Remote,Bachelor's,2,244430,31585,0,276015,Startup,0
Early Stage Startup,Senior Software Engineer,"Los Angeles, CA",Bootcamp,1,153401,16498,0,169899,Startup,1
Meta,Senior Data Scientist,"Atlanta, GA",Master's,1,259834,20966,27952,308752,FAANG,0
Workday,Data Scientist,"Austin, TX",Master's,5,163963,31065,0,195028,Tier3,0
Databricks,Product Manager,"Boston, MA",Bachelor's,4,234393,44814,13577,292784,Tier2,0
Workday,Product Manager,Remote,PhD,4,183540,9394,0,192934,Tier3,0
ServiceNow,Engineering Manager,"Atlanta, GA",Master's,0,256406,40827,0,297233,Tier3,1
Google,ML Engineer,"Chicago, IL",Master's,3,236220,36988,21349,294557,FAANG,1
Microsoft,Staff Engineer,"Chicago, IL",Master's,8,304266,39982,22186,366434,Tier2,0
Netflix,Principal Engineer,"Seattle, WA",Bachelor's,14,714772,50846,54497,820115,FAANG,0
Series A Startup,Software Engineer,"Chicago, IL",Bachelor's,9,152085,12590,0,164675,Startup,1
Series A Startup,Senior Product Manager,"Denver, CO",Bachelor's,3,184525,35323,0,219848,Startup,0
